textDisplay,textOriginal,likeCount,publishedAt,updatedAt
次回は、底辺ユチューバー以外に面白い企画してんじゃん。真似しちゃえをお願いします🤲,次回は、底辺ユチューバー以外に面白い企画してんじゃん。真似しちゃえをお願いします🤲,0,2022-10-18T22:49:51Z,2022-10-18T22:49:51Z
13:58 一回見ただけの人というより、後でまた見返す人で成り立ってる感じある。,13:58 一回見ただけの人というより、後でまた見返す人で成り立ってる感じある。,2,2022-10-18T13:07:31Z,2022-10-18T13:07:31Z
3:31 虫さんの雑談だねーってビニール紐でやってることに対して言ってるのかな？なんか凄い気になった,"3:31 虫さんの雑談だねーってビニール紐でやってることに対して言ってるのかな？
なんか凄い気になった",1,2022-10-18T13:12:53Z,2022-10-18T13:12:53Z
ストラックアウトだけマジでつまんねえって思ってたら案の定スカイピースで草。無駄に長えし,ストラックアウトだけマジでつまんねえって思ってたら案の定スカイピースで草。無駄に長えし,6,2022-10-18T15:04:57Z,2022-10-18T15:04:57Z
気を遣いすぎてスカイピースと答えれない雰囲気,気を遣いすぎてスカイピースと答えれない雰囲気,16,2022-10-18T12:33:44Z,2022-10-18T12:33:44Z
00:51 としみつ操られてる…？,00:51 としみつ操られてる…？,1,2022-10-18T15:41:21Z,2022-10-18T15:41:56Z
東海がやるとおもろい,東海がやるとおもろい,0,2022-10-20T05:35:42Z,2022-10-20T05:35:42Z
てつやオレンジ抜けすぎてヒカルみたいになってきてる,てつやオレンジ抜けすぎてヒカルみたいになってきてる,0,2022-10-19T10:53:00Z,2022-10-19T10:53:00Z
いつも思うけどここのパワーランドのゲーセン誰がやるんだろ,いつも思うけどここのパワーランドのゲーセン誰がやるんだろ,0,2022-10-18T13:36:49Z,2022-10-18T13:36:49Z
ハズレ動画は誰がやってもハズレやなと学びを得た,ハズレ動画は誰がやってもハズレやなと学びを得た,5,2022-10-18T12:31:47Z,2022-10-18T12:31:47Z
ゆめまるのジャンプなんかかわいい,ゆめまるのジャンプなんかかわいい,0,2022-10-19T08:48:25Z,2022-10-19T08:48:25Z
16:54新単語：じゃっそく,"16:54
新単語：じゃっそく",1,2022-10-18T15:09:36Z,2022-10-18T15:09:36Z
change up シール欲しい笑笑,change up シール欲しい笑笑,0,2022-10-18T13:30:08Z,2022-10-18T13:30:08Z
やっぱスカイピースって死ぬほどおもんないんだな、安心した,やっぱスカイピースって死ぬほどおもんないんだな、安心した,10,2022-10-18T18:24:12Z,2022-10-18T18:24:12Z
26:21 何故かめちゃめちゃしばゆーの声に聞こえる、口調もぽいような,26:21 何故かめちゃめちゃしばゆーの声に聞こえる、口調もぽいような,1,2022-10-18T13:58:20Z,2022-10-18T13:58:20Z
前後編って大抵後編の方が再生数落ちるのに同じ再生数って意外と凄いのでは？,前後編って大抵後編の方が再生数落ちるのに同じ再生数って意外と凄いのでは？,6,2022-10-18T12:51:45Z,2022-10-18T12:51:45Z
すごいな今日の動画、つまらん動画4本パロってみた。って動画よ笑,"すごいな
今日の動画、つまらん動画4本パロってみた。って動画よ笑",5,2022-10-18T13:05:29Z,2022-10-18T13:05:29Z
「やっすいちょけ」「スカイピース」あぁ…,「やっすいちょけ」「スカイピース」あぁ…,8,2022-10-18T12:42:36Z,2022-10-18T12:42:36Z
てつやにまた新しいキャラが出来た気がした…マサイ族✨,てつやにまた新しいキャラが出来た気がした…マサイ族✨,0,2022-10-19T04:50:26Z,2022-10-19T04:50:26Z
3問目のてつやのセラヤTV感,3問目のてつやのセラヤTV感,0,2022-10-18T13:51:19Z,2022-10-18T13:51:19Z
最終問題キン様だと思った,最終問題キン様だと思った,1,2022-10-19T12:52:51Z,2022-10-19T12:52:51Z
12:15 間違いないほんまにww,12:15 間違いないほんまにww,0,2022-10-20T09:13:28Z,2022-10-20T09:13:28Z
はじめのはわかりやすいな…クセがあるからね。後擁護してくれてるけど、シンプルにこれ面白いか…？底辺ユーチューバーがやるネタだと思うのは俺だけ？,"はじめのはわかりやすいな…
クセがあるからね。
後擁護してくれてるけど、シンプルにこれ面白いか…？
底辺ユーチューバーがやるネタだと思うのは俺だけ？",1,2022-10-18T23:14:24Z,2022-10-18T23:14:24Z
芋のやつは知っちゃってたわ,芋のやつは知っちゃってたわ,0,2022-10-18T12:56:46Z,2022-10-18T12:56:46Z
虫眼鏡空気食ってたけどなんなんだ,虫眼鏡空気食ってたけどなんなんだ,0,2022-10-19T11:57:29Z,2022-10-19T11:57:29Z
スカイピースあると思ったけどマジにあるとは…,スカイピースあると思ったけどマジにあるとは…,1,2022-10-18T13:03:57Z,2022-10-18T13:03:57Z
尖りすぎだろこの企画,尖りすぎだろこの企画,2,2022-10-18T14:11:39Z,2022-10-18T14:11:39Z
東海の直近失敗作ならグレーゾーン・アイランドだろうなあれだけ再生数がね・・・,"東海の直近失敗作ならグレーゾーン・アイランドだろうな
あれだけ再生数がね・・・",7,2022-10-18T21:49:48Z,2022-10-18T21:49:48Z
さつまいもがすしりくかと思ってた,さつまいもがすしりくかと思ってた,1,2022-10-20T05:51:34Z,2022-10-20T05:51:34Z
東海とスカイピース仲良くなって嬉しいよ😂,東海とスカイピース仲良くなって嬉しいよ😂,3,2022-10-18T22:32:54Z,2022-10-18T22:32:54Z
新世代って特にサムネと内容一致してないし、釣りサムネで内容薄いからリピート少なそう,新世代って特にサムネと内容一致してないし、釣りサムネで内容薄いからリピート少なそう,0,2022-10-18T13:31:58Z,2022-10-18T13:31:58Z
はじめしゃちょーとスカイピース当たった！！😂,はじめしゃちょーとスカイピース当たった！！😂,0,2022-10-18T13:56:53Z,2022-10-18T13:56:53Z
4問目、夢さんの一言目がSEIKINさんぽかったんやけどな〜,4問目、夢さんの一言目がSEIKINさんぽかったんやけどな〜,0,2022-10-19T02:09:27Z,2022-10-19T02:09:27Z
ゆめまるの腹すげぇ,ゆめまるの腹すげぇ,3,2022-10-19T01:28:58Z,2022-10-19T01:28:58Z
自分達の伸びていない動画も伸ばせつつ他のクリエイターの伸びていない動画も伸ばせいようとするYouTuberの鑑です。,"自分達の伸びていない動画も伸ばせつつ
他のクリエイターの伸びていない動画も
伸ばせいようとするYouTuberの鑑です。",0,2022-10-18T15:24:27Z,2022-10-18T15:24:27Z
18:01 YouTubeヘタクソって煽り、ゆめまるめっちゃ気にしてるから出たワードなんだろうな,18:01 YouTubeヘタクソって煽り、ゆめまるめっちゃ気にしてるから出たワードなんだろうな,1,2022-10-18T16:01:55Z,2022-10-18T16:01:55Z
うわ遂にヤミ感しやがったか,うわ遂にヤミ感しやがったか,1,2022-10-18T14:05:24Z,2022-10-18T14:05:24Z
24:52 としみつ（Wi-Fi飛んでんなぁ、）,24:52 としみつ（Wi-Fi飛んでんなぁ、）,3,2022-10-19T02:29:44Z,2022-10-19T02:29:44Z
最後の動画一瞬でスカイピースだってわかったわ笑あのサムいテンション感1グループしか思い浮かばんかった,"最後の動画一瞬でスカイピースだってわかったわ笑
あのサムいテンション感1グループしか思い浮かばんかった",1,2022-10-18T14:39:35Z,2022-10-18T14:39:35Z
一億円ばら撒くやつやれ,一億円ばら撒くやつやれ,4,2022-10-18T20:11:23Z,2022-10-18T20:11:23Z
ヒカキンとかはじめんにちょっと失礼なぐらいがちょうど良いセイキンは殿堂入り,"ヒカキンとかはじめんにちょっと失礼なぐらいがちょうど良い
セイキンは殿堂入り",0,2022-10-18T17:23:26Z,2022-10-18T17:23:26Z
YouTube見過ぎなんかな、、誰の動画かすぐ分かった…笑,"YouTube見過ぎなんかな、、
誰の動画かすぐ分かった…笑",0,2022-10-18T13:26:50Z,2022-10-18T13:26:50Z
前から思ってたけどてつやってiPhoneのことちゃんと「あいふぉ↑おん」っていうよね,"前から思ってたけど
てつやってiPhoneのことちゃんと
「あいふぉ↑おん」っていうよね",4,2022-10-18T12:24:32Z,2022-10-18T12:24:32Z
スカイピースのストラックアウト検索したら下に始球式で投げてる動画出てきたんやけどそれが100万回再生されてなくてそっちの方がリアルに可哀想だった件,スカイピースのストラックアウト検索したら下に始球式で投げてる動画出てきたんやけどそれが100万回再生されてなくてそっちの方がリアルに可哀想だった件,3,2022-10-18T13:08:13Z,2022-10-18T13:08:13Z
第三問でてつやさんが着てる服わかる人います？,第三問でてつやさんが着てる服わかる人います？,0,2022-10-18T13:30:38Z,2022-10-18T13:30:38Z
虫さん尖り過ぎてて草,虫さん尖り過ぎてて草,0,2022-10-18T19:05:39Z,2022-10-18T19:05:39Z
さつまいもの動画はじめんってよく覚えてたわ,さつまいもの動画はじめんってよく覚えてたわ,0,2022-10-18T14:45:05Z,2022-10-18T14:45:05Z
14:54美柑かわいい,"14:54
美柑かわいい",1,2022-10-20T09:59:28Z,2022-10-20T09:59:28Z
ディスってると見せかけて誰も損しない動画。,ディスってると見せかけて誰も損しない動画。,1,2022-10-18T13:21:07Z,2022-10-18T13:21:07Z
人の動画見てないのに意見言うのはあれだと思うけどスカイピースの再現だけはマジでおもんなかったわ他の３つは笑えたけどスカイピースでだけボケがしょうもなすぎた,"人の動画見てないのに意見言うのはあれだと思うけどスカイピースの再現だけはマジでおもんなかったわ
他の３つは笑えたけどスカイピースでだけボケがしょうもなすぎた",5,2022-10-19T04:17:58Z,2022-10-19T04:17:58Z
12月4日今日覚えてるとしみつすご,"12月4日今日
覚えてるとしみつすご",0,2022-10-18T13:31:09Z,2022-10-18T13:31:09Z
としみつ途中寝てない？可愛い笑,としみつ途中寝てない？可愛い笑,0,2022-10-19T00:51:50Z,2022-10-19T00:51:50Z
iPhone壊すって言った瞬間🍄浮かんだわ,iPhone壊すって言った瞬間🍄浮かんだわ,0,2022-10-18T14:40:09Z,2022-10-18T14:40:09Z
やっすいちょけのス力化°一ソ,やっすいちょけのス力化°一ソ,1,2022-10-19T03:39:12Z,2022-10-19T03:39:12Z
もしかして、この動画自体も伸びない,もしかして、この動画自体も伸びない,4,2022-10-18T17:34:45Z,2022-10-18T17:34:45Z
虫さんがあんなやっすいチョケはしないって水溜りのこと言うのなんかいいな,虫さんがあんなやっすいチョケはしないって水溜りのこと言うのなんかいいな,6,2022-10-18T17:07:44Z,2022-10-18T17:07:44Z
さつまいものやつみたことあるけど誰かわかんなかった,さつまいものやつみたことあるけど誰かわかんなかった,0,2022-10-18T13:19:24Z,2022-10-18T13:19:24Z
7:50 としカルマのパンチライン,7:50 としカルマのパンチライン,1,2022-10-18T15:38:36Z,2022-10-18T15:38:36Z
最後のは元動画見たことあったw,最後のは元動画見たことあったw,0,2022-10-18T13:51:22Z,2022-10-18T13:51:22Z
サムネで誰の動画か分かってしまった。,サムネで誰の動画か分かってしまった。,0,2022-10-18T12:50:47Z,2022-10-18T12:50:47Z
3問目のてつやにセラヤの消しゴムが見え隠れしてる😂😂😂,3問目のてつやにセラヤの消しゴムが見え隠れしてる😂😂😂,0,2022-10-19T10:06:35Z,2022-10-19T10:06:35Z
2:09消しゴムすぎ笑,2:09消しゴムすぎ笑,0,2022-10-18T12:44:06Z,2022-10-18T12:44:06Z
マサイ族は本当に携帯もってるよー,マサイ族は本当に携帯もってるよー,0,2022-10-18T22:06:03Z,2022-10-18T22:06:03Z
マサイ族の動画が普通におもしろいのおかしいだろ,マサイ族の動画が普通におもしろいのおかしいだろ,1,2022-10-18T13:55:25Z,2022-10-18T13:55:25Z
