textDisplay,textOriginal,likeCount,publishedAt,updatedAt
100連結の芋でゲーセンのゾロリ思い出した人は同世代,100連結の芋でゲーセンのゾロリ思い出した人は同世代,0,2022-10-18T21:17:16Z,2022-10-18T21:17:16Z
この動画が伸びなかったらおもろい,この動画が伸びなかったらおもろい,1,2022-10-18T13:35:05Z,2022-10-18T13:35:05Z
成田のガタイすごい事になってる逆三すぎ,成田のガタイすごい事になってる逆三すぎ,0,2022-10-18T12:46:45Z,2022-10-18T12:46:45Z
てつやかわいい,てつやかわいい,0,2022-10-18T13:06:28Z,2022-10-18T13:06:28Z
さつまいもは挨拶の感じでわかってしまった,さつまいもは挨拶の感じでわかってしまった,0,2022-10-18T13:49:43Z,2022-10-18T13:50:18Z
iPhoneが初期化されてるの“ちゃんとしてる”な感ある,iPhoneが初期化されてるの“ちゃんとしてる”な感ある,1,2022-10-18T13:04:51Z,2022-10-18T13:04:51Z
たまたまヘラヘラのマサイ族動画みたばっかりだったから、すぐわかっておもろかった🤣,たまたまヘラヘラのマサイ族動画みたばっかりだったから、すぐわかっておもろかった🤣,0,2022-10-18T17:10:41Z,2022-10-18T17:10:41Z
東海に紹介されて、伸びるんじゃないこの動画！😊,東海に紹介されて、伸びるんじゃないこの動画！😊,0,2022-10-18T12:49:53Z,2022-10-18T12:49:53Z
さすが東海…伸びてない再生回数の基準が高い…！,さすが東海…伸びてない再生回数の基準が高い…！,7,2022-10-18T12:32:10Z,2022-10-18T12:32:10Z
掘削大失敗してるやん,掘削大失敗してるやん,1,2022-10-18T12:57:51Z,2022-10-18T12:57:51Z
最後の問題キンキンマスオの3人かと思ったらこの2人かーこれ通してちょっと元動画気になり始めた,最後の問題キンキンマスオの3人かと思ったらこの2人かーこれ通してちょっと元動画気になり始めた,1,2022-10-18T13:41:30Z,2022-10-18T13:41:30Z
としみつ、目の付け所おじさんだなあ、知らんけど。,としみつ、目の付け所おじさんだなあ、知らんけど。,2,2022-10-18T13:16:02Z,2022-10-18T13:16:02Z
最終問題は純粋に面白くなかったなぁこれが伸びない原因なのかな,"最終問題は純粋に面白くなかったなぁ
これが伸びない原因なのかな",7,2022-10-18T22:32:25Z,2022-10-18T22:32:25Z
芋のやつ一瞬で誰のかわかったわ笑笑笑笑,芋のやつ一瞬で誰のかわかったわ笑笑笑笑,0,2022-10-18T13:54:55Z,2022-10-18T13:54:55Z
14:25“俊光”は分かっていないなっ！！笑笑,"14:25
“俊光”は分かっていないなっ！！笑笑",1,2022-10-18T13:34:39Z,2022-10-18T13:34:39Z
みかん可愛い,みかん可愛い,1,2022-10-18T21:29:27Z,2022-10-18T21:29:27Z
やっすいちょけ=スカイピースなの本当におもしろい,やっすいちょけ=スカイピースなの本当におもしろい,1,2022-10-19T04:29:00Z,2022-10-19T04:29:00Z
東海が今回のネタをガチでやったらむしろはねそう。マサイとか特に神回確定やん,東海が今回のネタをガチでやったらむしろはねそう。マサイとか特に神回確定やん,0,2022-10-18T17:31:47Z,2022-10-18T17:31:47Z
スカイピース人当たりはいいって聞くけど著作権とかガン無視するしそこはどうなんだ…？ストラックアウトもどこが笑い所か分からんなかった…(この動画だけならごめんな)ここまで大きくなるとやっぱ昔みたいに無縁な関係ではいられないのかなはっきり言って東海とジャンル違いすぎて全然追いつけない…,"スカイピース人当たりはいいって聞くけど著作権とかガン無視するしそこはどうなんだ…？ストラックアウトもどこが笑い所か分からんなかった…(この動画だけならごめんな)
ここまで大きくなるとやっぱ昔みたいに無縁な関係ではいられないのかな
はっきり言って東海とジャンル違いすぎて全然追いつけない…",9,2022-10-18T17:17:50Z,2022-10-18T17:17:50Z
としくん途中寝そうだったなあ、,としくん途中寝そうだったなあ、,0,2022-10-18T15:53:18Z,2022-10-18T15:53:18Z
三問目、てつやのみかんのTシャツが可愛すぎて内容入ってこんかった。,三問目、てつやのみかんのTシャツが可愛すぎて内容入ってこんかった。,0,2022-10-18T17:04:50Z,2022-10-18T17:04:50Z
睨めっこの後編のハリポタのやつ大好きなんだけどw伸びてなかったのねw,睨めっこの後編のハリポタのやつ大好きなんだけどw伸びてなかったのねw,0,2022-10-19T02:20:55Z,2022-10-19T02:20:55Z
ストラックアウトの横に停まってるDSてつやの車かw,ストラックアウトの横に停まってるDSてつやの車かw,0,2022-10-18T12:40:56Z,2022-10-18T12:40:56Z
ちびちび飛んでるゆめまるが可愛すぎるそしてぽんぽこぽんのおなか、、😔🫶愛おしい,ちびちび飛んでるゆめまるが可愛すぎるそしてぽんぽこぽんのおなか、、😔🫶愛おしい,0,2022-10-19T13:11:23Z,2022-10-19T13:11:23Z
てつのマサイ族ってMENさんと東大おじさんが混ざってないかなぁ笑,てつのマサイ族ってMENさんと東大おじさんが混ざってないかなぁ笑,0,2022-10-18T13:19:49Z,2022-10-18T13:19:49Z
サムネ見た瞬間どのYouTuberかすぐわかったwなつかしすぎる,サムネ見た瞬間どのYouTuberかすぐわかったwなつかしすぎる,0,2022-10-18T15:00:24Z,2022-10-18T15:00:24Z
字幕が思っ切りがぶってて草,字幕が思っ切りがぶってて草,0,2022-10-18T15:57:34Z,2022-10-18T15:57:34Z
スカイピースはやっすいちょけでしょうもないから納得した,スカイピースはやっすいちょけでしょうもないから納得した,4,2022-10-18T22:00:00Z,2022-10-18T22:00:00Z
8:10の白テロップマジで草,8:10の白テロップマジで草,0,2022-10-18T14:42:07Z,2022-10-18T14:42:07Z
さつまいもの動画は100個出てくるっていうオチがわかってるし、想像しやすくて絵的に地味だから伸びなかったのかな〜？という考察。にらめっこの動画は24時間にらめっこで爆発的な何かが起きることが想定出来ない&面白いでしょ？感が出ちゃってるかな〜みたいな？２つに共通することは、ワードが弱いというか、地味。ただ私がユーチューバーになったとて、こんなに毎回おもしろを量産することなんてとても出来ないし、なんてことない動画が伸びたりすることもある運ゲー要素もあって、面白さって場の空気だったりハプニングだったりするからそれを毎回高得点で叩き出し、ありとあらゆる競争に常に勝ち続けてる人気ユーチューバーはやっぱすげえなって、、、,"さつまいもの動画は
100個出てくるっていうオチがわかってるし、想像しやすくて絵的に地味だから伸びなかったのかな〜？という考察。
にらめっこの動画は24時間にらめっこで爆発的な何かが起きることが想定出来ない&面白いでしょ？感が出ちゃってるかな〜みたいな？
２つに共通することは、
ワードが弱いというか、地味。
ただ私がユーチューバーになったとて、
こんなに毎回おもしろを量産することなんてとても出来ないし、
なんてことない動画が伸びたりすることもある運ゲー要素もあって、
面白さって場の空気だったりハプニングだったりするから
それを毎回高得点で叩き出し、
ありとあらゆる競争に常に勝ち続けてる人気ユーチューバーはやっぱすげえなって、、、",0,2022-10-20T12:27:46Z,2022-10-20T12:31:17Z
いちばん見る気が起きなかったのは虫眼鏡提案の4分割で友達とみてねのやつだな,いちばん見る気が起きなかったのは虫眼鏡提案の4分割で友達とみてねのやつだな,4,2022-10-18T18:32:54Z,2022-10-18T18:32:54Z
12月4日今日！！見てきたけど普通に面白かった,12月4日今日！！見てきたけど普通に面白かった,1,2022-10-18T14:27:32Z,2022-10-18T14:27:32Z
東海オンエアは、サムネ変えればぜっったいに再生回数増えるよ(^^)サムネ見て、見る気ならんもん、東海オンエアの動画🥺(もちろん例外もあり),東海オンエアは、サムネ変えればぜっったいに再生回数増えるよ(^^)サムネ見て、見る気ならんもん、東海オンエアの動画🥺(もちろん例外もあり),1,2022-10-18T12:55:01Z,2022-10-18T12:55:01Z
7:50ので的中させたとしみつの「これが本当にリアルだと思う」の顔、、、申し訳なさそうw,7:50ので的中させたとしみつの「これが本当にリアルだと思う」の顔、、、申し訳なさそうw,0,2022-10-18T16:17:25Z,2022-10-18T16:17:25Z
スカイピース出た瞬間なぜかバカ笑った,スカイピース出た瞬間なぜかバカ笑った,0,2022-10-18T13:24:17Z,2022-10-18T13:24:17Z
ストラックアウトとiPhoneちゃんとつまらなかったから、伸びないん理由わかるなぁ,ストラックアウトとiPhoneちゃんとつまらなかったから、伸びないん理由わかるなぁ,1,2022-10-18T12:47:03Z,2022-10-18T12:47:03Z
7:50 としみつ過去に戻ることも出来んの…！？,7:50 としみつ過去に戻ることも出来んの…！？,0,2022-10-18T12:51:41Z,2022-10-18T12:51:41Z
みかん可愛い,みかん可愛い,0,2022-10-18T13:33:19Z,2022-10-18T13:33:19Z
はじめんの以外見た事無かったから分からんかったわ！(笑),はじめんの以外見た事無かったから分からんかったわ！(笑),0,2022-10-18T13:32:39Z,2022-10-18T13:32:39Z
(たしかに24時間にらめっこ見てないな…),(たしかに24時間にらめっこ見てないな…),0,2022-10-19T09:59:47Z,2022-10-19T09:59:47Z
としみつ未来人だからなんでもわかっちゃうんだよね,としみつ未来人だからなんでもわかっちゃうんだよね,1,2022-10-18T14:45:21Z,2022-10-18T14:45:21Z
美柑ちゃんかわいい,美柑ちゃんかわいい,0,2022-10-18T14:39:32Z,2022-10-18T14:39:32Z
ヘラヘラはどうしようもなくおもんない下品な人たちだから恋愛だけ話とけば伸びると思う面白系はYouTuberの面白さもでてくるし,"ヘラヘラはどうしようもなくおもんない下品な人たちだから恋愛だけ話とけば伸びると思う
面白系はYouTuberの面白さもでてくるし",5,2022-10-18T21:43:12Z,2022-10-18T21:43:12Z
はじめしゃちょーのねたはなぜか肌で感じれる…,はじめしゃちょーのねたはなぜか肌で感じれる…,0,2022-10-18T13:44:34Z,2022-10-18T13:44:34Z
ストラックアウトつまらなすぎて再現すらスキップしたら案の定こいつらやった,ストラックアウトつまらなすぎて再現すらスキップしたら案の定こいつらやった,5,2022-10-18T13:49:25Z,2022-10-18T13:49:25Z
サンタvsトナカイは当時小学生で3DSで見てた。YouTuber黎明期+小学生からしたら本当面白かったww,"サンタvsトナカイは当時小学生で3DSで見てた。
YouTuber黎明期+小学生からしたら本当面白かったww",0,2022-10-18T12:54:39Z,2022-10-18T12:54:39Z
ノリが不快だなーと思ったら空✌️だったのすごい,ノリが不快だなーと思ったら空✌️だったのすごい,0,2022-10-21T03:00:49Z,2022-10-21T03:00:49Z
最初の動画の左上に新郎新婦映ってると思ってよくみたら新婦が木だった,最初の動画の左上に新郎新婦映ってると思ってよくみたら新婦が木だった,0,2022-10-18T13:11:48Z,2022-10-18T13:11:48Z
東海は定期的に失礼なとこが好き,東海は定期的に失礼なとこが好き,2,2022-10-18T13:01:49Z,2022-10-18T13:01:49Z
一問目のやつ。出す時期で再生回数が変わる点ってビジネスっぽいな,一問目のやつ。出す時期で再生回数が変わる点ってビジネスっぽいな,1,2022-10-18T12:45:57Z,2022-10-18T12:45:57Z
オチのスカピ、改めて本家見るとおもろいから結局本人が楽しんでるかどうかで面白さ変わってくるよねw,オチのスカピ、改めて本家見るとおもろいから結局本人が楽しんでるかどうかで面白さ変わってくるよねw,5,2022-10-18T20:48:27Z,2022-10-18T20:48:27Z
11:42 ゆめまるジャンプ可愛すぎる,11:42 ゆめまるジャンプ可愛すぎる,1,2022-10-19T12:18:49Z,2022-10-19T12:18:49Z
なんかやっぱり誰とは言わんけど印象変わったわ…こうやって順応していくんだろうな、どんなコラボ相手でも,"なんかやっぱり誰とは言わんけど印象変わったわ…
こうやって順応していくんだろうな、どんなコラボ相手でも",0,2022-10-18T14:52:09Z,2022-10-18T14:52:09Z
野球のユニフォームに東海はもう東海大付属にしか見えんのよ,野球のユニフォームに東海はもう東海大付属にしか見えんのよ,0,2022-10-18T15:22:02Z,2022-10-18T15:22:02Z
最後の動画だけ死ぬほど面白くなくて、ずっと真顔で見てたらスカイピースで草。名前出てても隠してても笑いが合わんもんは合わんわ。,"最後の動画だけ死ぬほど面白くなくて、ずっと真顔で見てたらスカイピースで草。
名前出てても隠してても笑いが合わんもんは合わんわ。",4,2022-10-18T15:42:00Z,2022-10-18T15:42:00Z
マサイ族のコント動画とかめっちゃ面白いんだけどな…コントダメなのかな？,マサイ族のコント動画とかめっちゃ面白いんだけどな…コントダメなのかな？,0,2022-10-20T09:05:49Z,2022-10-20T09:05:49Z
マサイ族のヤツ面白かったので本家観てこよーッと。ヘラヘラは時々自分のツボをめっちゃ突き刺してくるｗコラボで面白いから当人のちゃんねるを観に行ったら面白く無かった現象って何なんだろう。単に相性が悪かったんかな～。,"マサイ族のヤツ面白かったので本家観てこよーッと。ヘラヘラは時々自分のツボをめっちゃ突き刺してくるｗ
コラボで面白いから当人のちゃんねるを観に行ったら面白く無かった現象って何なんだろう。単に相性が悪かったんかな～。",0,2022-10-19T02:52:23Z,2022-10-19T02:52:23Z
この動画投稿されて9時間で85万回再生固定層が凄いな東海,"この動画投稿されて9時間で85万回再生
固定層が凄いな東海",2,2022-10-18T22:24:05Z,2022-10-18T22:24:05Z
この動画によって伸びなかった動画が伸びる,この動画によって伸びなかった動画が伸びる,1,2022-10-18T13:20:47Z,2022-10-18T13:20:47Z
スカイピースの動画、なんかわかんないけど笑えるから是非見て😂,スカイピースの動画、なんかわかんないけど笑えるから是非見て😂,0,2022-10-18T13:23:01Z,2022-10-18T13:23:01Z
2:27 登場の仕方で誰かわかった笑,2:27 登場の仕方で誰かわかった笑,0,2022-10-18T16:05:18Z,2022-10-18T16:05:18Z
8:10としみつはたまに鋭いからやめられないってばよ,8:10としみつはたまに鋭いからやめられないってばよ,6,2022-10-18T12:58:45Z,2022-10-18T12:59:23Z
サムネで｢あ、はじめんの動画の再現だ｣ってなった笑笑,サムネで｢あ、はじめんの動画の再現だ｣ってなった笑笑,0,2022-10-19T12:03:52Z,2022-10-19T12:03:52Z
第一回ギリギリでガード出てくるのはあちい,第一回ギリギリでガード出てくるのはあちい,0,2022-10-18T13:12:47Z,2022-10-18T13:12:47Z
しばゆー！チェンソーマンの動画作ってくれ！頼む！,しばゆー！チェンソーマンの動画作ってくれ！頼む！,0,2022-10-18T12:42:26Z,2022-10-18T12:42:26Z
1個目は、普通に解った!(=^・^=),1個目は、普通に解った!(=^・^=),0,2022-10-18T13:49:41Z,2022-10-18T13:49:41Z
ヘラヘラ以外当てれた！シンプルに嬉し,"ヘラヘラ以外当てれた！
シンプルに嬉し",0,2022-10-18T13:41:33Z,2022-10-18T13:41:33Z
はじめの動画、シーンの変わり方がはじめすぎて、はじめのアイキャッチ聞こえた気がした…,はじめの動画、シーンの変わり方がはじめすぎて、はじめのアイキャッチ聞こえた気がした…,1,2022-10-19T07:54:15Z,2022-10-19T07:54:15Z
ゆめまるがまりなの役やってるの、何か良い,ゆめまるがまりなの役やってるの、何か良い,1,2022-10-20T03:09:45Z,2022-10-20T03:09:45Z
15:10 ふとした時に見ると、トラブル絵ってやっぱめちゃめちゃ可愛いわ,15:10 ふとした時に見ると、トラブル絵ってやっぱめちゃめちゃ可愛いわ,0,2022-10-20T10:38:03Z,2022-10-20T10:38:48Z
へらへらわかって嬉しい😄,へらへらわかって嬉しい😄,1,2022-10-18T13:10:12Z,2022-10-18T13:10:12Z
後ろに貼られてたぴあアリーナのイベントポスターが無くなっててなんか寂しい😢,後ろに貼られてたぴあアリーナのイベントポスターが無くなっててなんか寂しい😢,0,2022-10-18T13:10:44Z,2022-10-18T13:10:44Z
DS7納車おめでとう！！！,DS7納車おめでとう！！！,1,2022-10-19T08:26:54Z,2022-10-19T08:26:54Z
さつまいものすぐわかったwwはじめだww,さつまいものすぐわかったwwはじめだww,1,2022-10-18T13:53:07Z,2022-10-18T13:53:07Z
結城美柑のTシャツ欲しすぎる,結城美柑のTシャツ欲しすぎる,0,2022-10-18T12:41:01Z,2022-10-18T12:41:01Z
ガードマンの奴、iPhone破壊された上に、動画も伸びてないのシンプルに可哀想過ぎるw,ガードマンの奴、iPhone破壊された上に、動画も伸びてないのシンプルに可哀想過ぎるw,1,2022-10-18T12:35:39Z,2022-10-18T12:35:39Z
スカイピースのことやっすいボケってわかってたの草,スカイピースのことやっすいボケってわかってたの草,6,2022-10-18T15:54:48Z,2022-10-18T15:54:48Z
たまに出すこういう動画が東海の魅力の大きなひとつだと勝手に思ってるがちおもろい,たまに出すこういう動画が東海の魅力の大きなひとつだと勝手に思ってるがちおもろい,12,2022-10-18T12:16:29Z,2022-10-18T12:16:29Z
最後の動画みんなつまんなそうに見てて笑っちゃった,最後の動画みんなつまんなそうに見てて笑っちゃった,4,2022-10-18T13:19:19Z,2022-10-18T13:19:19Z
みかんの服欲しいな,みかんの服欲しいな,0,2022-10-18T17:10:07Z,2022-10-18T17:10:07Z
スカイピースなんもしてないのに叩かれてて草,スカイピースなんもしてないのに叩かれてて草,9,2022-10-19T12:41:22Z,2022-10-19T12:41:22Z
東海やっぱ芝居がうまいってのがデカイ　てつゆめ、ちゃんと別人に見える,東海やっぱ芝居がうまいってのがデカイ　てつゆめ、ちゃんと別人に見える,0,2022-10-18T23:34:47Z,2022-10-18T23:34:47Z
こうみると動画の雰囲気だけでどのYouTuberか分かるもんだね、東海は絶対分かるって思ってたけど案外全部分かった,こうみると動画の雰囲気だけでどのYouTuberか分かるもんだね、東海は絶対分かるって思ってたけど案外全部分かった,6,2022-10-18T12:25:40Z,2022-10-18T12:25:40Z
東海オンエアは、オワコンになっちゃって慢性的に動画が伸びなくなっても、キャリア最後にやりたいシリーズが始まる。だから、それまで、最後までファンでいるよ。,"東海オンエアは、オワコンになっちゃって慢性的に動画が伸びなくなっても、キャリア最後にやりたいシリーズが始まる。
だから、それまで、最後までファンでいるよ。",2,2022-10-18T12:52:24Z,2022-10-18T12:52:24Z
東海がやってつまらないって流石スカイピース,東海がやってつまらないって流石スカイピース,8,2022-10-18T14:30:26Z,2022-10-18T14:30:26Z
2問目絶対ジョーブログだと思った笑笑,2問目絶対ジョーブログだと思った笑笑,1,2022-10-20T11:12:09Z,2022-10-20T11:12:09Z
益田のマネしてて草,益田のマネしてて草,0,2022-10-18T13:14:51Z,2022-10-18T13:15:20Z
8年前の時点で伸びてなくても20万再生とか行ってたんか。すげーな東海。,8年前の時点で伸びてなくても20万再生とか行ってたんか。すげーな東海。,0,2022-10-18T14:36:06Z,2022-10-18T14:36:06Z
この寒いボケは絶対✌️だ！！って思った笑(ごめん),この寒いボケは絶対✌️だ！！って思った笑(ごめん),1,2022-10-19T03:16:23Z,2022-10-19T03:16:23Z
サブチャンで今そうめんの動画出してる東海も好き😂,サブチャンで今そうめんの動画出してる東海も好き😂,0,2022-10-18T16:26:23Z,2022-10-18T16:26:23Z
ゆめまるのジャンプかわいい,ゆめまるのジャンプかわいい,0,2022-10-18T13:12:38Z,2022-10-18T13:12:38Z
東海視聴者の悪い所がコメ欄に詰まってる,東海視聴者の悪い所がコメ欄に詰まってる,8,2022-10-18T13:41:15Z,2022-10-18T13:41:15Z
はじめの分かりやすい藁,はじめの分かりやすい藁,0,2022-10-20T11:50:55Z,2022-10-20T11:50:55Z
東海オンエアの視聴層とあの馬鹿丸出しの視聴層は噛み合わない…あの数十秒の動画で不快にさせてくれるYouTuberって中々いない,東海オンエアの視聴層とあの馬鹿丸出しの視聴層は噛み合わない…あの数十秒の動画で不快にさせてくれるYouTuberって中々いない,0,2022-10-19T07:57:46Z,2022-10-19T07:57:46Z
虫さん毒舌すぎてワロタ,虫さん毒舌すぎてワロタ,0,2022-10-18T13:09:16Z,2022-10-18T13:09:16Z
これで伸びてない動画も皆元ネタ見に行くことで伸びる...天才だな。,これで伸びてない動画も皆元ネタ見に行くことで伸びる...天才だな。,6,2022-10-18T15:34:31Z,2022-10-18T15:34:31Z
4問目の人の動画一度も見たことないけど、もしや…と勘づいてしまった,4問目の人の動画一度も見たことないけど、もしや…と勘づいてしまった,0,2022-10-18T13:42:11Z,2022-10-18T13:42:11Z
スカピファンでもあるけど、再生数少なめな動画の中でもあんましおもんないやつやった笑,スカピファンでもあるけど、再生数少なめな動画の中でもあんましおもんないやつやった笑,0,2022-10-18T14:27:01Z,2022-10-18T14:27:01Z
スカイピースって本当にやっすい動画なんだ笑,スカイピースって本当にやっすい動画なんだ笑,2,2022-10-18T14:41:29Z,2022-10-18T14:41:29Z
はじめしゃちょー今100万いってない動画たくさんあるよな,はじめしゃちょー今100万いってない動画たくさんあるよな,2,2022-10-18T12:36:51Z,2022-10-18T12:36:51Z
スカイピースの動画見たことあったけど東海オンエアがするだけでめっちゃ印象変わってて分からなかった,スカイピースの動画見たことあったけど東海オンエアがするだけでめっちゃ印象変わってて分からなかった,1,2022-10-18T13:24:13Z,2022-10-18T13:24:13Z
水溜りボンドは全部ハズレ笑笑,水溜りボンドは全部ハズレ笑笑,4,2022-10-18T14:08:15Z,2022-10-18T14:08:15Z
9:26👨‍🦲How are you 「元気？」🧑‍🦰Fine 「罰金」,"9:26

👨‍🦲How are you 「元気？」

🧑‍🦰Fine 「罰金」",0,2022-10-18T13:43:03Z,2022-10-18T13:43:03Z
カラーが光るグループやなあ好きやけど,"カラーが光るグループやなあ
好きやけど",0,2022-10-18T12:38:58Z,2022-10-18T12:38:58Z
蜜柑の服いいなぁ,蜜柑の服いいなぁ,0,2022-10-18T17:07:23Z,2022-10-18T17:07:23Z
確かに一個だけ如実につまんなかったからなぁ。そこから推測できたか。,確かに一個だけ如実につまんなかったからなぁ。そこから推測できたか。,1,2022-10-18T13:15:59Z,2022-10-18T13:15:59Z
虫さん元カノ野球観戦で知り合ったんじゃなかったっけ？,虫さん元カノ野球観戦で知り合ったんじゃなかったっけ？,4,2022-10-18T16:48:34Z,2022-10-18T16:48:34Z
元の動画を見てしまった何十万人の視聴者が可哀想だな,元の動画を見てしまった何十万人の視聴者が可哀想だな,1,2022-10-18T13:10:59Z,2022-10-18T13:10:59Z
スカイピースはわかりやすい笑,スカイピースはわかりやすい笑,0,2022-10-20T02:26:15Z,2022-10-20T02:26:15Z
さすみつってコメント好き,さすみつってコメント好き,0,2022-10-18T12:57:33Z,2022-10-18T12:57:33Z
普通にHIKAKINさんがストラックアウトする動画あったらおもろしそうで見ちゃうわw,普通にHIKAKINさんがストラックアウトする動画あったらおもろしそうで見ちゃうわw,0,2022-10-18T14:40:16Z,2022-10-18T14:40:16Z
スカイピースってもう東海オンエアの脳からフッと消えてんだ😂,スカイピースってもう東海オンエアの脳からフッと消えてんだ😂,0,2022-10-18T13:38:21Z,2022-10-18T13:38:21Z
今日気がついたけどYouTubeの広告中にショート見ると広告いつのまにか終わるんだね,今日気がついたけどYouTubeの広告中にショート見ると広告いつのまにか終わるんだね,1,2022-10-18T22:00:32Z,2022-10-18T22:00:32Z
この動画によって伸びてなかった動画を救ってあげてるのかな？,この動画によって伸びてなかった動画を救ってあげてるのかな？,0,2022-10-18T13:49:21Z,2022-10-18T13:49:21Z
はじめんすぐわかった笑,はじめんすぐわかった笑,0,2022-10-19T08:45:42Z,2022-10-19T08:45:42Z
違うんよw東海が再現すると伸びない時の東海の動画にらなっちゃうのよw,"違うんよw
東海が再現すると伸びない時の東海の動画にらなっちゃうのよw",1,2022-10-18T15:43:22Z,2022-10-18T15:43:22Z
でも、東海は世紀のクソ試合をした文理のテイクアウト対決動画はしっかり1000万再生超えてるの凄過ぎ。,でも、東海は世紀のクソ試合をした文理のテイクアウト対決動画はしっかり1000万再生超えてるの凄過ぎ。,1,2022-10-18T13:42:47Z,2022-10-18T13:42:47Z
てつやDS納車されてる…?,てつやDS納車されてる…?,3,2022-10-19T00:16:48Z,2022-10-19T00:16:48Z
ストラックアウトはまじで意味わからんことしてるやん,ストラックアウトはまじで意味わからんことしてるやん,0,2022-10-18T14:18:03Z,2022-10-18T14:18:03Z
結局ダークマターが一番伸びる,結局ダークマターが一番伸びる,0,2022-10-18T13:57:49Z,2022-10-18T13:57:49Z
はじめんすごいわかる,はじめんすごいわかる,0,2022-10-20T22:14:04Z,2022-10-20T22:14:04Z
マサイ族に扮するから、ほのかに香るMENさん。,マサイ族に扮するから、ほのかに香るMENさん。,0,2022-10-18T13:12:43Z,2022-10-18T13:12:43Z
もしこの動画自体も伸びなかったらオリジナルの４組は散々だなw,もしこの動画自体も伸びなかったらオリジナルの４組は散々だなw,0,2022-10-18T21:48:09Z,2022-10-18T21:48:09Z
さつまいもの動画見たことあって草,さつまいもの動画見たことあって草,0,2022-10-19T08:09:45Z,2022-10-19T08:09:45Z
この動画80万再生ぐらいだったらおもろいな,この動画80万再生ぐらいだったらおもろいな,2,2022-10-18T13:32:28Z,2022-10-18T13:32:28Z
なんかサムネ既視感あると思ったらはじめんのか〜私あの動画観てたけど、伸びなかったのね🥹🍠,なんかサムネ既視感あると思ったらはじめんのか〜私あの動画観てたけど、伸びなかったのね🥹🍠,0,2022-10-18T12:48:02Z,2022-10-18T12:48:02Z
この動画によってその動画たちがのびるよね,この動画によってその動画たちがのびるよね,0,2022-10-20T05:34:37Z,2022-10-20T05:34:37Z
セラヤtvって動画出す度100万は再生回数取れてるからほんまにYouTube界のニューヒーローやったんか,セラヤtvって動画出す度100万は再生回数取れてるからほんまにYouTube界のニューヒーローやったんか,46,2022-10-18T12:25:38Z,2022-10-18T12:25:38Z
ぶっちゃけ他人の伸びてない動画集めたこの動画も伸びない気がする(辛辣でごめん),ぶっちゃけ他人の伸びてない動画集めたこの動画も伸びない気がする(辛辣でごめん),2,2022-10-18T13:11:48Z,2022-10-18T13:11:48Z
スカイピースの動画パロ、とし虫verもまたみたい,スカイピースの動画パロ、とし虫verもまたみたい,0,2022-10-19T10:23:03Z,2022-10-19T10:23:03Z
本人たちの動画見る気にならないのも良い,本人たちの動画見る気にならないのも良い,7,2022-10-18T13:00:10Z,2022-10-18T13:00:10Z
やはりとしみつ、未来からきている,やはりとしみつ、未来からきている,0,2022-10-18T12:42:44Z,2022-10-18T12:42:44Z
サムネでサムネの動画思い出して、あーそんなのあったなってなった,サムネでサムネの動画思い出して、あーそんなのあったなってなった,0,2022-10-18T13:04:46Z,2022-10-18T13:04:46Z
結局この動画でもちょこちょこ叩かれるのはスカイピース。笑,結局この動画でもちょこちょこ叩かれるのはスカイピース。笑,3,2022-10-18T22:18:14Z,2022-10-18T22:18:14Z
レイクレとガードマンが最近東海の動画に出てきてくれて嬉しい,レイクレとガードマンが最近東海の動画に出てきてくれて嬉しい,0,2022-10-19T00:40:04Z,2022-10-19T00:40:04Z
めちゃくちゃどうでもいいけど、マサイ族は普通に靴履くしスマホ使うよ。マジで。,"めちゃくちゃどうでもいいけど、マサイ族は普通に靴履くしスマホ使うよ。
マジで。",0,2022-10-18T13:26:43Z,2022-10-18T13:26:43Z
普通に動画4本分作るのえぐい,普通に動画4本分作るのえぐい,21,2022-10-18T12:33:57Z,2022-10-18T12:33:57Z
他のYouTuberって企画もネタもしっかりおもんないのに、なんで伸びるのか分からん,他のYouTuberって企画もネタもしっかりおもんないのに、なんで伸びるのか分からん,4,2022-10-19T00:46:44Z,2022-10-19T00:46:44Z
めちゃくちゃ既視感あるなぁと思ったらヘラヘラの動画だった😂,めちゃくちゃ既視感あるなぁと思ったらヘラヘラの動画だった😂,0,2022-10-18T15:53:30Z,2022-10-18T15:53:30Z
失敗が矢作に見えた地元民,失敗が矢作に見えた地元民,0,2022-10-18T13:29:27Z,2022-10-18T13:29:27Z
おもろくないの露呈させられるYouTuberたちクソワロタ笑,おもろくないの露呈させられるYouTuberたちクソワロタ笑,0,2022-10-21T00:02:05Z,2022-10-21T00:02:05Z
コムさんの動画を東海が編集したら何分になるのかなー,コムさんの動画を東海が編集したら何分になるのかなー,0,2022-10-20T11:54:14Z,2022-10-20T11:54:14Z
東海の動画はどんなやつでも見ます,東海の動画はどんなやつでも見ます,0,2022-10-18T12:54:57Z,2022-10-18T12:54:57Z
最近スカイピースとの絡み多くて嬉しい,最近スカイピースとの絡み多くて嬉しい,0,2022-10-18T14:22:46Z,2022-10-18T14:22:46Z
君たちがやりたい動画が俺たちの見たい動画だよ,君たちがやりたい動画が俺たちの見たい動画だよ,0,2022-10-18T22:03:16Z,2022-10-18T22:03:16Z
